job_posting_date,job_position,company_name,job_location,job_id,job_link,description,company_profile,enhanced_period_contract,enhanced_location,enhanced_type,enhanced_hours_per_week,enhanced_languages,enhanced_tools,enhanced_tech_skill,enhanced_contact,natural_languages,programming_languages
2025-10-14,"Java Engineer - Den Haag, Nederland (H/F)",Astek,"The Hague, South Holland, Netherlands",4274642120,https://nl.linkedin.com/jobs/view/java-engineer-den-haag-nederland-h-f-at-astek-4274642120?position=9&pageNum=3&refId=2Ok31mlpnA1PYlzTGzATlQ%3D%3D&trackingId=qEL7rAu5H8CVjEFqbs9AjA%3D%3D,"Dit ga je doenIn deze rol als Java Developer ben je verantwoordelijk voor de volledige ontwikkelcyclus van Java-applicaties op ondernemingsniveau. Je werkt samen met het team van ervaren ontwikkelaars en engineers van onze klant om complexe eisen te vertalen naar elegante en innovatieve oplossingen.Dit breng je meeJe speelt een belangrijke rol in het gehele ontwikkelproces, van het definiëren van technische oplossingen tot het opleveren van kwalitatief hoogwaardige oplossingen. Minimaal 5 jaar ervaring met Java, Unit testing en codekwaliteit Ervaring met minimaal Java 11 en bij voorkeur Java 17 of 21 Bewezen ervaring met het bouwen en optimaliseren van API's in veeleisende omgevingen met hoge belasting Ervaring met Agile/Scrum methodiek Ervaring met overheidsprojecten wordt door ons zeer gewaardeerd Java OCP-certificering of vergelijkbaar (NB: uitgebreide werkervaring weegt zwaarder dan certificeringen) Een T-shaped professional: breder inzetbaar dan alleen je kernexpertise Een afgeronde HBO/WO opleiding Uitstekende beheersing van de Nederlandse en Engelse taal Het bezit van een geldige werkstatus voor Nederland; een visum- of werkvergunning wordt niet gesponsordTechnische SkillsErvaring met frameworks en tools zoals onderstaande maakt ons blij: Spring, Spring Boot, Quarkus Jenkins, Jira, IntelliJ Confluence, GitLab, Bitbucket OpenShift (RedHat), Docker, Kubernetes AWS, Azure of GCP Database-ervaring met SQL, JPA, Oracle, MS SQL, MongoDB of CassandraJou weg naar een baan Telefonische/Virtuele kennismaking met een Recruiter 2e gesprek met een Business Unit Manager Een aanbod wat past bij jouw kennis en ervaringDit bieden wij Een vast contract vanaf dag één Een competitief salarispakket afgestemd op jouw ervaring -> wil je alvast een beeld hebben? Neem dan een kijkje naar onze salarismeter 28 vakantiedagen met de mogelijkheid om er 5 bij te kopen Hybride werken, je werkt 1 tot 2 dagen op kantoor bij de klant Een uitstekende pensioenregeling Flexibele mobiliteitsvergoeding voor auto, OV of fiets – of leaseauto Een cafetariaregeling voor aankopen die jou in je werk ondersteunen, denk aan een telefoon, laptop etc. (50% belastingvoordeel) Onbeperkt opleidingsbudget (We vergoeden alle opleidingen en trainingen die bijdragen aan jouw professionele ontwikkeling) Samenwerking met OpenUp: toegang tot gecertificeerde psychologen, workshops en ondersteuning voor jou en je familie Regelmatige teamevents en jaarlijkse internationale trips (We zijn al in Dublin, Mallorca en Lissabon geweest). Dit jaar gaan we naar Barcelona!,",https://fr.linkedin.com/company/astek?trk=public_jobs_jserp-result_job-search-card-subtitle,,nederland,hybrid,niet gespecificeerd,"Nederlands, Engels","spring, spring boot, quarkus, jenkins, jira, intellij, confluence, gitlab, bitbucket, openshift, docker, kubernetes, aws, azure, google cloud","SQL, JPA, Oracle, MS SQL, MongoDB, Cassandra",,,
2025-10-09,Full Stack Java Developer,Amoria Bond,"Amsterdam, North Holland, Netherlands",4312538644,https://nl.linkedin.com/jobs/view/full-stack-java-developer-at-amoria-bond-4312538644?position=10&pageNum=3&refId=2Ok31mlpnA1PYlzTGzATlQ%3D%3D&trackingId=3jjt49U8QqKBdRcF2tqqkA%3D%3D,"Are you a Full Stack Java Developer looking for an exciting new opportunity? Then this role may be the right one for you!Skills: Java, Node.js, React, SQL, Spring BootFor one of their key clients based in Amsterdam, Amoria Bond is currently looking for a Full Stack Java Developer. As Full Stack Java Developer you will be responsible for:Develop, test, and deploy scalable web applications.Build and maintain RESTful APIs and microservices using Java/Spring Boot or Node.js.Implement responsive front-end interfaces using React.js / Angular.Collaborate with cross-functional teams to deliver high-quality features.Ensure performance, security, and code quality best practices.What we’re looking for:Strong experience with Java 8+/Spring Boot and/or Node.js.Hands-on with React.js / Angular, HTML, CSS, JavaScript/TypeScript.Good understanding of SQL/NoSQL databases (MySQL, MongoDB, etc.).Familiarity with Git, CI/CD pipelines, and Docker/Kubernetes.Experience working in Agile environments.Skills: Java, Node.js, React, SQL, Spring BootAre you the Full Stack Java Developer we are looking for? Send you CV and contact details to andrew.charles@amoriabond.com and I will contact you as soon as I can! We will endeavour to respond to your application ASAP. However, there may be times when it is not possible to reply to all applications, due to high volumes of enquiries. This is sometimes the case for unsuccessful applications to one of our vacancies. We apologise for this and can reassure you that we will keep your details and contact you in the future should any suitable positions arise.",https://uk.linkedin.com/company/amoria-bond?trk=public_jobs_jserp-result_job-search-card-subtitle,,amsterdam,on-site,,"Java, Node.js, React, SQL, Spring Boot","git, ci/cd pipelines, docker, kubernetes","Java 8+, Spring Boot, Node.js, React.js, Angular, HTML, CSS, JavaScript, TypeScript, SQL, NoSQL databases",,,"java, sql"
2025-10-15,Senior Java Software Engineer,Zensys,"Amersfoort, Utrecht, Netherlands",4314885589,https://nl.linkedin.com/jobs/view/senior-java-software-engineer-at-zensys-4314885589?position=1&pageNum=4&refId=uRTVR4Lkj%2BRWle%2F0%2BiFR7g%3D%3D&trackingId=BB0VCJA92MAldkC45qoB8w%3D%3D,"🚀 We’re Hiring: Senior Java DeveloperAre you a skilled Java developer professional ready to make an impact? Join our dynamic team and take ownership of the full software development lifecycle, from ideation to deployment and operations.What you’ll do:Design, build, test, and run high-quality software solutionsEnsure compliance with architecture, security, and documentation standardsContribute to quality assurance, incident resolution, and continuous improvementInspire your team with the latest digital innovations and best practicesWhat we’re looking for:5+ years of backend software development experienceProficient in Java (17+) and/or Kotlin, Spring Boot (3.x), and MavenExperience with Agile/Scrum methodologies and a DevOps mindsetFamiliarity with CI/CD tools: Azure Pipelines, Ansible, NexusIQ, SonarQube, CheckMarxExperience with API gateway technologies (e.g., KONG)Knowledge of Cucumber for testingWillingness to work with AWS cloud servicesWhy join us?Work in a collaborative, innovative environmentGain exposure to modern technologies and cloud platformsBe part of a team delivering impactful solutions to real-world problemsLocation: Randstad, Netherlands (central)Hours: Full-timeApply Now – Closing in 2 Days!Send your CV directly to amara@zensys.nl to be considered. Don’t miss this opportunity to join an exciting, global client.",https://uk.linkedin.com/company/zensys1?trk=public_jobs_jserp-result_job-search-card-subtitle,,amersfoort,nan,nan,nan,,nan,,,
2025-09-10,Senior Java Developer,CHILIT,"Zeist, Utrecht, Netherlands",4229814958,https://nl.linkedin.com/jobs/view/senior-java-developer-at-chilit-4229814958?position=2&pageNum=4&refId=uRTVR4Lkj%2BRWle%2F0%2BiFR7g%3D%3D&trackingId=iG29Bz%2FJeFkhP%2BgEOgAWBg%3D%3D,"Senior Java Developer bij CHILITJava doen zoals het bedoeld is.Bij CHILIT werk je niet samen met een detacheerder, maar met developers. Wij zijn een hechte club met een passie voor Java. We houden sterk rekening met jouw wensen in de zoektocht naar een passende opdracht.Wie zijn wij?CHILIT is opgericht door twee senior Java-developers en is inmiddels uitgegroeid tot een solide groep van professionals. Dankzij onze jarenlange ervaring weten we precies welke opdrachten niet alleen goed staan op je cv, maar vooral ook leuk zijn om te doen.Bij CHILIT geloven we in korte lijnen, een open sfeer en echte betrokkenheid. Daardoor voel je je snel thuis.Collega Kadir vertelt:""Vanaf dag één voelde het relaxed en open. Iedereen is benaderbaar en denkt met je mee. Of je nu een inhoudelijke vraag hebt, een idee wil bespreken of gewoon een praatje maakt tijdens de lunch: er is altijd ruimte en aandacht. Ik werd direct betrokken bij het kiezen van een opdracht.”Waarom dit jouw volgende Java-job isAls Senior Java Developer bij CHILIT werk je in een team van gedreven vakgenoten. We zijn geen organisatie voor developers — we zijn developers. Je bent verantwoordelijk voor het ontwerpen, ontwikkelen, testen en implementeren van systemen voor mooie opdrachtgevers. Daarnaast deel je als senior je kennis, ervaring en visie actief met je collega’s. Samen tillen we elkaar naar een hoger niveau.Dit ga je doen als Senior Java DeveloperDraag bij aan systemen bij toonaangevende opdrachtgevers, zoals Logius, EDSN, het NDW of de Belastingdienst.Denk mee over technische oplossingen en architectuurBegeleid collega developersDeel je kennis met collega-developersSpar tijdens kennissessiesDraag bij aan de Java communityKies opdrachten die bij jou passenOver jouw toekomstige werkplekHoe je toekomstige werkplek eruit ziet, bepalen we samen. Jij hebt een stem in de keuze van je opdracht en werkomgeving. We kijken samen naar wat het beste bij je past, zowel technisch als persoonlijk.Wat we van jou verwachtenMinimaal hbo werk- en denkniveau10+ jaar ervaring met: Java (bij voorkeur Java 11 of hoger)Ervaring met:Maven of GradleRelationele databasesTesting (zoals JUnit)Spring Framework of Spring BootJe kunt CI/CD pipelines opzetten en onderhoudenErvaring met container orchestration, zoals Kubernetes of OpenShiftJe spreekt vloeiend Nederlands (C2-niveau of moedertaal)Wat je ervoor terugkrijgt€100.000 - 125.000 (op basis van kennis en ervaring)Bij CHILIT zijn we transparant en krijg je meer dan een goed salaris. We hebben de keuze uit een gangbaar arbeidscontract, en een 70/30-model: bij de laatste ontvang je een gegarandeerd basissalaris, aangevuld tot 70% van de door jou gefactureerde uren. Dat betekent: hoe waardevoller jij bent voor een opdrachtgever, hoe meer je ook zelf verdient. Kortom: kies zelf je risico en beloning.Daarnaast krijg je:Direct een vast contract25 doorbetaalde vakantiedagenVeel vrijheid in het kiezen van je opdrachtVolledige zeggenschap over je eigen hardwareBudget en ruimte voor trainingen en cursussenMaandelijkse technisch uitdagende kennissessiesEen informele sfeer met korte lijnenCollega’s die net zo gepassioneerd zijn over Java als jijKlaar voor de volgende stap?Herken jij jezelf in dit profiel? Solliciteer dan vandaag via jobs@chilit.nl of neem vrijblijvend contact op met Niels Visser (030-2273802). We leren je graag kennen.En na je sollicitatieEerst maken we kennis bij ons op kantoor in Zeist.We gaan pair-programmen om jouw technische vaardigheden te onderzoeken.Als je in ons team past en je technische vaardigheden zijn goed op peil, doen we zo snel mogelijk een aanbieding om bij ons te komen werken!",https://nl.linkedin.com/company/chilit?trk=public_jobs_jserp-result_job-search-card-subtitle,,zeist,on-site,,Nederlands,"maven, gradle, junit, spring framework, spring boot, kubernetes, openshift",Java,,,
2025-09-29,Kotlin/Java developer,Spilberg,"Utrecht, Utrecht, Netherlands",4307898090,https://nl.linkedin.com/jobs/view/kotlin-java-developer-at-spilberg-4307898090?position=3&pageNum=4&refId=uRTVR4Lkj%2BRWle%2F0%2BiFR7g%3D%3D&trackingId=2EmDVOcXj5jn8nU3ahgsXw%3D%3D,"-Hybride-32-40 uur-Tarief, 90 per uur-Optie tot verlenging-Provincie UtrechtBeschikt over de volgende technieken:KotlinSpringSpring BootAmazon Web Services (AWS)MicroservicesDatadogAmazon DynamodbAmazon SQSAmazon Simple Notification Service (SNS)",https://nl.linkedin.com/company/spilberg-development?trk=public_jobs_jserp-result_job-search-card-subtitle,,utrecht,hybrid,32-40 uur,,,"Kotlin, Spring, Spring Boot, Amazon Web Services (AWS), Microservices, Datadog, Amazon Dynamodb, Amazon SQS, Amazon Simple Notification Service (SNS)",,,
2025-10-06,"Java Engineer - Utrecht, Nederland (H/F)",Astek,"Utrecht, Utrecht, Netherlands",4274636772,https://nl.linkedin.com/jobs/view/java-engineer-utrecht-nederland-h-f-at-astek-4274636772?position=4&pageNum=4&refId=uRTVR4Lkj%2BRWle%2F0%2BiFR7g%3D%3D&trackingId=6xcgdsa7acqBfZdKwTKOSg%3D%3D,"Dit ga je doenIn deze rol als Java Developer ben je verantwoordelijk voor de volledige ontwikkelcyclus van Java-applicaties op ondernemingsniveau. Je werkt samen met het team van ervaren ontwikkelaars en engineers van onze klant om complexe eisen te vertalen naar elegante en innovatieve oplossingen.Dit breng je meeJe speelt een belangrijke rol in het gehele ontwikkelproces, van het definiëren van technische oplossingen tot het opleveren van kwalitatief hoogwaardige oplossingen. Minimaal 5 jaar ervaring met Java, Unit testing en codekwaliteit Ervaring met minimaal Java 11 en bij voorkeur Java 17 of 21 Bewezen ervaring met het bouwen en optimaliseren van API's in veeleisende omgevingen met hoge belasting Ervaring met Agile/Scrum methodiek Ervaring met overheidsprojecten wordt door ons zeer gewaardeerd Java OCP-certificering of vergelijkbaar (NB: uitgebreide werkervaring weegt zwaarder dan certificeringen) Een T-shaped professional: breder inzetbaar dan alleen je kernexpertise Een afgeronde HBO/WO opleiding Uitstekende beheersing van de Nederlandse en Engelse taal Het bezit van een geldige werkstatus voor Nederland; een visum- of werkvergunning wordt niet gesponsordTechnische SkillsErvaring met frameworks en tools zoals onderstaande maakt ons blij: Spring, Spring Boot, Quarkus Jenkins, Jira, IntelliJ Confluence, GitLab, Bitbucket OpenShift (RedHat), Docker, Kubernetes AWS, Azure of GCP Database-ervaring met SQL, JPA, Oracle, MS SQL, MongoDB of CassandraJou weg naar een baan Telefonische/Virtuele kennismaking met een Recruiter 2e gesprek met een Business Unit Manager Een aanbod wat past bij jouw kennis en ervaringDit bieden wij Een vast contract vanaf dag één Een competitief salarispakket afgestemd op jouw ervaring -> wil je alvast een beeld hebben? Neem dan een kijkje naar onze salarismeter 28 vakantiedagen met de mogelijkheid om er 5 bij te kopen Hybride werken, je werkt 1 tot 2 dagen op kantoor bij de klant Een uitstekende pensioenregeling Flexibele mobiliteitsvergoeding voor auto, OV of fiets – of leaseauto Een cafetariaregeling voor aankopen die jou in je werk ondersteunen, denk aan een telefoon, laptop etc. (50% belastingvoordeel) Onbeperkt opleidingsbudget (We vergoeden alle opleidingen en trainingen die bijdragen aan jouw professionele ontwikkeling) Samenwerking met OpenUp: toegang tot gecertificeerde psychologen, workshops en ondersteuning voor jou en je familie Regelmatige teamevents en jaarlijkse internationale trips (We zijn al in Dublin, Mallorca en Lissabon geweest). Dit jaar gaan we naar Barcelona!,",https://fr.linkedin.com/company/astek?trk=public_jobs_jserp-result_job-search-card-subtitle,,nederland,hybrid,niet gespecificeerd,"Nederlands, Engels","spring, spring boot, quarkus, jenkins, jira, intellij, confluence, gitlab, bitbucket, openshift, docker, kubernetes, aws, azure, google cloud","SQL, JPA, Oracle, MS SQL, MongoDB, Cassandra",,,
2025-09-15,Full Stack Developer,TrackBee,"The Randstad, Netherlands",4300718346,https://nl.linkedin.com/jobs/view/full-stack-developer-at-trackbee-4300718346?position=5&pageNum=4&refId=uRTVR4Lkj%2BRWle%2F0%2BiFR7g%3D%3D&trackingId=ytkRsYbPrGboSKff4FPyfg%3D%3D,"🚀 Job Opening: Full-Stack Developer (Java + JavaScript)Do you thrive in fast-paced environments and love building scalable SaaS products? Are you excited by the idea of joining one of the fastest-growing startups in the Netherlands? If so, you might be the perfect addition to our team!What excites you:Building scalable software capable of handling thousands of requests per second.Taking ownership and working with both freedom and responsibility.Making a direct impact while having the space to innovate.Driving optimizations and improvements within our product.About TrackBeeTrackBee is an innovative B2B SaaS platform for e-commerce businesses. Using data, algorithms, and powerful dashboards, we help webshops trust their advertising data again—unlocking stronger growth. Our mission? To become the world’s #1 advertising tracking software.We’re looking for a skilled Full-Stack Developer to strengthen our development team—someone who’s collaborative, eager to learn, and loves solving complex challenges.🐝 Ready to join one of the most exciting and fast-growing tech companies in the Netherlands? Join the hive.TrackBee in NumbersFounded: September 2022Team: 25+ colleagues (and growing fast!)Clients: 8,000+ webshops already using TrackBeeLocations: Enschede, Utrecht, and Silicon ValleyWhat you’ll bringBachelor’s or Master’s level education (or equivalent experience).3+ years of hands-on experience with Java and JavaScript.Strong background in designing and optimizing relational database structures.Solid knowledge of Software Design Patterns for scalable applications.Experience with writing automated tests.And most importantly: a good sense of humor! 😄Bonus points (nice to have)Experience setting up cloud environments (GCP).What we offer€5,000 – €6,000 gross per month (depending on experience).An ambitious and inspiring team environment.Plenty of room for professional and personal development.Regular team events and social get-togethers.Work wherever you feel most productive—remote or in-office, it’s up to you!Flexibility to work from the Netherlands or other countries within (or close to) Central European Time (CET/CEST).Endless opportunities for growth within the company.Interested?We’d love to tell you more. Send us a message, and let’s connect!",https://www.linkedin.com/company/trackbee-io?trk=public_jobs_jserp-result_job-search-card-subtitle,,the randstad,remote,Not specified,"Java, JavaScript",google cloud,"Software Design Patterns, relational database structures, automated tests",,,"java, javascript"
2025-10-06,Java/Kotlin Developer,DiscoverIT Recruitment,"The Randstad, Netherlands",4308739908,https://nl.linkedin.com/jobs/view/java-kotlin-developer-at-discoverit-recruitment-4308739908?position=6&pageNum=4&refId=uRTVR4Lkj%2BRWle%2F0%2BiFR7g%3D%3D&trackingId=IgCFbhsi%2BRo%2B%2Bl79f4PqxA%3D%3D,"Voor een klant van ons uit Utrecht zoeken wij een Java/Kotlin Developer met expertise in Kotlin en moderne backend-ontwikkeling.Jouw verantwoordelijkheden:Ontwikkelen en onderhouden van backendapplicaties in KotlinWerken met Spring Boot, Kafka, Docker en AWSMeedenken over architectuur en technische keuzesSamenwerken binnen Agile/Scrum-teamsSchrijven van unit- en integratietestsBijdragen aan CI/CD pipelines en automatiseringProfiel:Minimaal 3 jaar ervaring als backend developerErvaring met Kotlin (of Java met bereidheid om over te stappen)Kennis van Spring Boot, REST APIs, Kafka en CI/CDErvaring met cloudplatforms (bij voorkeur AWS)Bekendheid met Agile/Scrum-werkwijzeProactieve houding en sterke communicatieve vaardighedenJe spreekt vloeiend Nederlands in woord en geschrift. Pré: ervaring met complexe ketens, SOAP of integratie met legacy-systemenExtra informatie:Locatie: Utrecht / HybrideInzet: 40 uurStart: z.s.m.Duur: 6 maanden, optie op verlengingTarief: Marktconform",https://nl.linkedin.com/company/discoverit-recruitment?trk=public_jobs_jserp-result_job-search-card-subtitle,,the randstad,hybrid,nan,nan,,nan,,,
2025-10-05,"Java Engineer - Apeldoorn, Nederland (H/F)",Astek,"Apeldoorn, Gelderland, Netherlands",4274638636,https://nl.linkedin.com/jobs/view/java-engineer-apeldoorn-nederland-h-f-at-astek-4274638636?position=7&pageNum=4&refId=uRTVR4Lkj%2BRWle%2F0%2BiFR7g%3D%3D&trackingId=9ngynMRc6%2BFUW4booYJ5Cg%3D%3D,"Dit ga je doenIn deze rol als Java Developer ben je verantwoordelijk voor de volledige ontwikkelcyclus van Java-applicaties op ondernemingsniveau. Je werkt samen met het team van ervaren ontwikkelaars en engineers van onze klant om complexe eisen te vertalen naar elegante en innovatieve oplossingen.Dit breng je meeJe speelt een belangrijke rol in het gehele ontwikkelproces, van het definiëren van technische oplossingen tot het opleveren van kwalitatief hoogwaardige oplossingen. Minimaal 5 jaar ervaring met Java, Unit testing en codekwaliteit Ervaring met minimaal Java 11 en bij voorkeur Java 17 of 21 Bewezen ervaring met het bouwen en optimaliseren van API's in veeleisende omgevingen met hoge belasting Ervaring met Agile/Scrum methodiek Ervaring met overheidsprojecten wordt door ons zeer gewaardeerd Java OCP-certificering of vergelijkbaar (NB: uitgebreide werkervaring weegt zwaarder dan certificeringen) Een T-shaped professional: breder inzetbaar dan alleen je kernexpertise Een afgeronde HBO/WO opleiding Uitstekende beheersing van de Nederlandse en Engelse taal Het bezit van een geldige werkstatus voor Nederland; een visum- of werkvergunning wordt niet gesponsordTechnische SkillsErvaring met frameworks en tools zoals onderstaande maakt ons blij: Spring, Spring Boot, Quarkus Jenkins, Jira, IntelliJ Confluence, GitLab, Bitbucket OpenShift (RedHat), Docker, Kubernetes AWS, Azure of GCP Database-ervaring met SQL, JPA, Oracle, MS SQL, MongoDB of CassandraJou weg naar een baan Telefonische/Virtuele kennismaking met een Recruiter 2e gesprek met een Business Unit Manager Een aanbod wat past bij jouw kennis en ervaringDit bieden wij Een vast contract vanaf dag één Een competitief salarispakket afgestemd op jouw ervaring -> wil je alvast een beeld hebben? Neem dan een kijkje naar onze salarismeter 28 vakantiedagen met de mogelijkheid om er 5 bij te kopen Hybride werken, je werkt 1 tot 2 dagen op kantoor bij de klant Een uitstekende pensioenregeling Flexibele mobiliteitsvergoeding voor auto, OV of fiets – of leaseauto Een cafetariaregeling voor aankopen die jou in je werk ondersteunen, denk aan een telefoon, laptop etc. (50% belastingvoordeel) Onbeperkt opleidingsbudget (We vergoeden alle opleidingen en trainingen die bijdragen aan jouw professionele ontwikkeling) Samenwerking met OpenUp: toegang tot gecertificeerde psychologen, workshops en ondersteuning voor jou en je familie Regelmatige teamevents en jaarlijkse internationale trips (We zijn al in Dublin, Mallorca en Lissabon geweest). Dit jaar gaan we naar Barcelona!,",https://fr.linkedin.com/company/astek?trk=public_jobs_jserp-result_job-search-card-subtitle,,nederland,hybrid,niet gespecificeerd,"Nederlands, Engels","spring, spring boot, quarkus, jenkins, jira, intellij, confluence, gitlab, bitbucket, openshift, docker, kubernetes, aws, azure, google cloud","SQL, JPA, Oracle, MS SQL, MongoDB, Cassandra",,,
2025-10-04,"Java Engineer - 's Hertogenbosch, Nederland (H/F)",Astek,"’s-Hertogenbosch, North Brabant, Netherlands",4274636774,https://nl.linkedin.com/jobs/view/java-engineer-s-hertogenbosch-nederland-h-f-at-astek-4274636774?position=8&pageNum=4&refId=uRTVR4Lkj%2BRWle%2F0%2BiFR7g%3D%3D&trackingId=lIKCvHMKq8sCSXys7aERRA%3D%3D,"Dit ga je doenIn deze rol als Java Developer ben je verantwoordelijk voor de volledige ontwikkelcyclus van Java-applicaties op ondernemingsniveau. Je werkt samen met het team van ervaren ontwikkelaars en engineers van onze klant om complexe eisen te vertalen naar elegante en innovatieve oplossingen.Dit breng je meeJe speelt een belangrijke rol in het gehele ontwikkelproces, van het definiëren van technische oplossingen tot het opleveren van kwalitatief hoogwaardige oplossingen. Minimaal 5 jaar ervaring met Java, Unit testing en codekwaliteit Ervaring met minimaal Java 11 en bij voorkeur Java 17 of 21 Bewezen ervaring met het bouwen en optimaliseren van API's in veeleisende omgevingen met hoge belasting Ervaring met Agile/Scrum methodiek Ervaring met overheidsprojecten wordt door ons zeer gewaardeerd Java OCP-certificering of vergelijkbaar (NB: uitgebreide werkervaring weegt zwaarder dan certificeringen) Een T-shaped professional: breder inzetbaar dan alleen je kernexpertise Een afgeronde HBO/WO opleiding Uitstekende beheersing van de Nederlandse en Engelse taal Het bezit van een geldige werkstatus voor Nederland; een visum- of werkvergunning wordt niet gesponsordTechnische SkillsErvaring met frameworks en tools zoals onderstaande maakt ons blij: Spring, Spring Boot, Quarkus Jenkins, Jira, IntelliJ Confluence, GitLab, Bitbucket OpenShift (RedHat), Docker, Kubernetes AWS, Azure of GCP Database-ervaring met SQL, JPA, Oracle, MS SQL, MongoDB of CassandraJou weg naar een baan Telefonische/Virtuele kennismaking met een Recruiter 2e gesprek met een Business Unit Manager Een aanbod wat past bij jouw kennis en ervaringDit bieden wij Een vast contract vanaf dag één Een competitief salarispakket afgestemd op jouw ervaring -> wil je alvast een beeld hebben? Neem dan een kijkje naar onze salarismeter 28 vakantiedagen met de mogelijkheid om er 5 bij te kopen Hybride werken, je werkt 1 tot 2 dagen op kantoor bij de klant Een uitstekende pensioenregeling Flexibele mobiliteitsvergoeding voor auto, OV of fiets – of leaseauto Een cafetariaregeling voor aankopen die jou in je werk ondersteunen, denk aan een telefoon, laptop etc. (50% belastingvoordeel) Onbeperkt opleidingsbudget (We vergoeden alle opleidingen en trainingen die bijdragen aan jouw professionele ontwikkeling) Samenwerking met OpenUp: toegang tot gecertificeerde psychologen, workshops en ondersteuning voor jou en je familie Regelmatige teamevents en jaarlijkse internationale trips (We zijn al in Dublin, Mallorca en Lissabon geweest). Dit jaar gaan we naar Barcelona!,",https://fr.linkedin.com/company/astek?trk=public_jobs_jserp-result_job-search-card-subtitle,,nederland,hybrid,niet gespecificeerd,"Nederlands, Engels","spring, spring boot, quarkus, jenkins, jira, intellij, confluence, gitlab, bitbucket, openshift, docker, kubernetes, aws, azure, google cloud","SQL, JPA, Oracle, MS SQL, MongoDB, Cassandra",,,
2025-10-13,Full-Stack Developer,Promptwatch,Amsterdam Area,4313985818,https://nl.linkedin.com/jobs/view/full-stack-developer-at-promptwatch-4313985818?position=9&pageNum=4&refId=uRTVR4Lkj%2BRWle%2F0%2BiFR7g%3D%3D&trackingId=yAv2AracOTZizh%2Bx2KnDBg%3D%3D,"Promptwatch is building the leading GEO platform, helping businesses optimize their visibility across ChatGPT, Claude, Perplexity, and Google AI. We handle millions of clicks, citations, and visits per day - processing real-time data streams, tracking AI search patterns across 3,000+ domains, and synthesizing insights that drive decisions for thousands of companies. The technical challenges are real: ingesting and analyzing terabytes of log data, building distributed systems that prompt AI models millions of times daily, and creating real-time analytics pipelines that turn massive datasets into actionable intelligence within seconds.As a Full-Stack Developer, you'll own entire features from database design to frontend interfaces. Ship code to production within hours, impacting thousands of businesses immediately. Work directly with the founding team to transform complex AI search data into intuitive user experiences. You'll have autonomy to choose your tools and define technical standards while solving real challenges: handling massive data volumes, building reliable distributed systems, and creating interfaces that make complex data actionable. If you thrive on optimizing performance at scale and want to see immediate impact from your work, you'll fit right in.What You'll DoOwning the entire application layer (React / Next.js, Node / Fastify, data models)Designing and operating event queues, background jobs, and real-time APIsManaging Google Cloud CI / CD, container builds, backups, and cost monitoringSetting up logs, metrics, tracing, dashboardsPairing with product and design to scope features and run user testsDriving code reviews + testing cultureWhat We're Looking ForReact 19 and Next.js (pages router)Strong TypeScript knowledgeNode with FastifytRPC + traditional REST endpointsEvent queues and job schedulers (SQS, pgboss, etc.)Postgres with Prisma or a comparable ORMTailwind, Shadcn componentsMonorepo tooling (Turborepo, etc.)Jest or Vitest (or similar)Nice to HaveExperience with large amounts of dataData visualizationData analysis and analyticsCompensationBase salary: €65,000 - €110,000Equity: Meaningful equity stakePerks: Great office location, team off-sites, company sports activitiesDo you see yourself thriving and growing in this role? Apply now and join us in shaping the future of AI Search.",https://www.linkedin.com/company/promptwatch?trk=public_jobs_jserp-result_job-search-card-subtitle,,unknown,on-site,unknown,"React, Next.js, TypeScript, Node, Fastify, tRPC, Postgres, Prisma","google cloud, ci/cd, container builds, logs, metrics, tracing, dashboards, jest, vitest","data visualization, data analysis, analytics",,,typescript
2025-09-27,Full Stack Developer Intern,Business Web Solutions (UK),"Amsterdam, North Holland, Netherlands",4310144935,https://nl.linkedin.com/jobs/view/full-stack-developer-intern-at-business-web-solutions-uk-4310144935?position=10&pageNum=4&refId=uRTVR4Lkj%2BRWle%2F0%2BiFR7g%3D%3D&trackingId=ZTPTZAE8v6WokK9sdt3MEw%3D%3D,"Business Web Solutions is offering an exciting internship opportunity designed to help aspiring developers gain industry-ready skills. This is a remote-first program where you will learn through active project work and guided mentorship. You will gain valuable exposure to modern frameworks, problem-solving approaches, and collaborative practices. As a Full Stack Developer Intern, you’ll work on live projects, collaborate with global peers, and strengthen your coding skills. Applicants in Amsterdam, Netherlands are encouraged to apply. You will be trained on industry workflows and receive feedback from mentors to improve your practical knowledge.Requirements• Ability to collaborate in virtual teams using tools like Zoom, Slack, or Trello.• Eagerness to learn modern frameworks such as React, Angular, or Django.• A personal computer with stable internet access.• Open to students, graduates, or career switchers.• Comfortable with self-paced online learning.• Basic familiarity with HTML, CSS, and JavaScript.Benefits• Internship certificate & Letter of Recommendation (performance-based).• Certificate of completion at the end of the program.• Networking opportunities with global peers and professionals.• Hands-on training with live projects across front-end and back-end.• Practical learning with industry frameworks such as Django, React, or WordPress.• Opportunity for future full-time consideration based on performance.",https://uk.linkedin.com/company/business-web-solutions-uk?trk=public_jobs_jserp-result_job-search-card-subtitle,,amsterdam,remote,nan,nan,,nan,,,
